"","X","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","Container"
"1536",1761,"rabbit","bag",2,0.486389501376478,"bigger","standard","cco",3,"haddock_model.wppl",2,1,1,"allow","bag2"
"1537",1762,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",2,1,1,"allow","box2"
"1538",2518,"rabbit","box",2,0.540087579796372,"big","standard","no-cc",2,"haddock_model.wppl",2,1,1,"allow","box2"
"1539",1763,"rabbit","bag",2,0.459912420203628,"big","standard","no-cc",2,"haddock_model.wppl",2,1,1,"allow","bag2"
"1540",1764,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",2,1,1,"allow","box2"
"1541",1765,"rabbit","bag",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,1,1,"allow","bag2"
"1542",1766,"rabbit","bag",2,1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,1,1,"allow","bag2"
"1543",1767,"rabbit","bag",2,0.683733567354345,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,1,"allow","bag2"
"1544",2519,"rabbit","box",2,0.316266432645655,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,1,"allow","box2"
"1545",1768,"rabbit","bag",2,0.642672805354991,"big","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1546",2520,"rabbit","box",2,0.35732719464501,"big","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1547",1769,"rabbit","bag",2,0.646612145338171,"big","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1548",2521,"rabbit","box",2,0.353387854661829,"big","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1549",2522,"rabbit","box",2,0.50429904196022,"big","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1550",1770,"rabbit","bag",2,0.49570095803978,"big","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1551",1771,"rabbit","bag",2,0.614494234590176,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1552",2523,"rabbit","box",2,0.385505765409824,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1553",1772,"rabbit","bag",2,0.733807056012293,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1554",2524,"rabbit","box",2,0.266192943987707,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1555",2525,"rabbit","box",2,0.633620689655172,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1556",1773,"rabbit","bag",2,0.366379310344828,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1557",1774,"rabbit","bag",2,0.637127141176607,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1558",2526,"rabbit","box",2,0.362872858823393,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1559",1775,"rabbit","bag",2,0.646612145338171,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1560",2527,"rabbit","box",2,0.353387854661829,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1561",2528,"rabbit","box",2,0.510314473685999,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1562",1776,"rabbit","bag",2,0.489685526314001,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1563",1777,"rabbit","box",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1564",1778,"rabbit","bag",2,0.733807056012293,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1565",2529,"rabbit","box",2,0.266192943987707,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1566",1779,"rabbit","box",2,1,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1567",2530,"rabbit","box",2,0.633620689655172,"big","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1568",1780,"rabbit","bag",2,0.366379310344828,"big","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1569",1781,"rabbit","bag",2,0.5,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1570",2531,"rabbit","box",2,0.5,"big","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1571",2532,"rabbit","box",2,0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1572",1782,"rabbit","bag",2,0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1573",2533,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1574",1783,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1575",1784,"rabbit","bag",2,0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1576",2534,"rabbit","box",2,0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1577",2535,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1578",1785,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1579",1786,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1580",1787,"rabbit","bag",2,0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1581",2536,"rabbit","box",2,0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1582",1788,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1583",1789,"rabbit","box",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0,0,"disallow","box2"
"1584",1790,"rabbit","bag",2,0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1585",2537,"rabbit","box",2,0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0,"disallow","box2"
"1586",1791,"rabbit","box",2,1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0,0,"disallow","box2"
"1587",1792,"rabbit","bag",2,0.549814540149464,"big","bumford","cco",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1588",2538,"rabbit","box",2,0.450185459850536,"big","bumford","cco",1,"haddock_model.wppl",2,0,0,"disallow","box2"
"1589",1793,"rabbit","bag",2,0.551763322953684,"big","bumford","cco",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1590",2539,"rabbit","box",2,0.448236677046316,"big","bumford","cco",2,"haddock_model.wppl",2,0,0,"disallow","box2"
"1591",2540,"rabbit","box",2,0.502355523579663,"big","bumford","cco",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1592",1794,"rabbit","bag",2,0.497644476420337,"big","bumford","cco",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1593",1795,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1594",1796,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1595",2541,"rabbit","box",2,0.500179724524401,"bigger","bumford","cco",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1596",1797,"rabbit","bag",2,0.499820275475599,"bigger","bumford","cco",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1597",1798,"rabbit","bag",2,0.649941903705612,"big","bumford","no-cc",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1598",2542,"rabbit","box",2,0.350058096294388,"big","bumford","no-cc",1,"haddock_model.wppl",2,0,0,"disallow","box2"
"1599",1799,"rabbit","bag",2,0.650941373429964,"big","bumford","no-cc",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1600",2543,"rabbit","box",2,0.349058626570036,"big","bumford","no-cc",2,"haddock_model.wppl",2,0,0,"disallow","box2"
"1601",2544,"rabbit","box",2,0.501193855434899,"big","bumford","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1602",1800,"rabbit","bag",2,0.498806144565101,"big","bumford","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1603",1801,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1604",1802,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1605",1803,"rabbit","bag",2,0.501226017124001,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1606",2545,"rabbit","box",2,0.498773982875999,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1607",1804,"rabbit","bag",2,0.55353035491098,"big","standard","cco",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1608",2546,"rabbit","box",2,0.44646964508902,"big","standard","cco",1,"haddock_model.wppl",2,0,0,"disallow","box2"
"1609",1805,"rabbit","bag",2,0.570426647279738,"big","standard","cco",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1610",2547,"rabbit","box",2,0.429573352720262,"big","standard","cco",2,"haddock_model.wppl",2,0,0,"disallow","box2"
"1611",2548,"rabbit","box",2,0.517774914148544,"big","standard","cco",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1612",1806,"rabbit","bag",2,0.482225085851456,"big","standard","cco",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1613",1807,"rabbit","bag",2,1,"bigger","standard","cco",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1614",1808,"rabbit","bag",2,1,"bigger","standard","cco",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1615",2549,"rabbit","box",2,0.50972220219784,"bigger","standard","cco",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1616",1809,"rabbit","bag",2,0.49027779780216,"bigger","standard","cco",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1617",1810,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",2,0,0,"disallow","box2"
"1618",2550,"rabbit","box",2,0.53939238263257,"big","standard","no-cc",2,"haddock_model.wppl",2,0,0,"disallow","box2"
"1619",1811,"rabbit","bag",2,0.46060761736743,"big","standard","no-cc",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1620",1812,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1621",1813,"rabbit","bag",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1622",1814,"rabbit","bag",2,1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1623",1815,"rabbit","bag",2,0.683220482783942,"bigger","standard","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1624",2551,"rabbit","box",2,0.316779517216059,"bigger","standard","no-cc",3,"haddock_model.wppl",2,0,0,"disallow","box2"
"1625",1816,"rabbit","bag",2,0.798686587306932,"big","bumford","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1626",2552,"rabbit","box",2,0.201313412693068,"big","bumford","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1627",1817,"rabbit","bag",2,0.785384885164167,"big","bumford","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1628",2553,"rabbit","box",2,0.214615114835833,"big","bumford","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1629",1818,"rabbit","bag",2,0.520183529989379,"big","bumford","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1630",2554,"rabbit","box",2,0.479816470010621,"big","bumford","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1631",1819,"rabbit","bag",2,0.614494234590176,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1632",2555,"rabbit","box",2,0.385505765409824,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1633",1820,"rabbit","bag",2,0.733807056012293,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1634",2556,"rabbit","box",2,0.266192943987707,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1635",2557,"rabbit","box",2,0.633620689655172,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1636",1821,"rabbit","bag",2,0.366379310344828,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1637",1822,"rabbit","bag",2,0.81445283927543,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1638",2558,"rabbit","box",2,0.18554716072457,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1639",1823,"rabbit","bag",2,0.785384885164167,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1640",2559,"rabbit","box",2,0.214615114835833,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1641",1824,"rabbit","bag",2,0.545345017422667,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1642",2560,"rabbit","box",2,0.454654982577333,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1643",1825,"rabbit","box",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1644",1826,"rabbit","bag",2,0.733807056012293,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1645",2561,"rabbit","box",2,0.266192943987707,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1646",1827,"rabbit","box",2,1,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1647",1828,"rabbit","bag",2,0.536277602523659,"big","standard","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1648",2562,"rabbit","box",2,0.463722397476341,"big","standard","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1649",1829,"rabbit","bag",2,0.666666666666667,"big","standard","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1650",2563,"rabbit","box",2,0.333333333333333,"big","standard","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1651",2564,"rabbit","box",2,0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1652",1830,"rabbit","bag",2,0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1653",2565,"rabbit","box",2,0.668892371988816,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1654",1831,"rabbit","bag",2,0.331107628011184,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1655",2566,"rabbit","box",2,0.538771596731413,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1656",1832,"rabbit","bag",2,0.461228403268587,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1657",2567,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1658",1833,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1659",1834,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1660",1835,"rabbit","bag",2,0.666666666666667,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1661",2568,"rabbit","box",2,0.333333333333333,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1662",1836,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1663",1837,"rabbit","box",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1664",2569,"rabbit","box",2,0.538771596731413,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1665",1838,"rabbit","bag",2,0.461228403268587,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1666",1839,"rabbit","box",2,1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1667",1840,"rabbit","bag",2,0.559988694359211,"big","bumford","cco",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1668",2570,"rabbit","box",2,0.440011305640789,"big","bumford","cco",1,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1669",1841,"rabbit","bag",2,0.560913461355724,"big","bumford","cco",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1670",2571,"rabbit","box",2,0.439086538644276,"big","bumford","cco",2,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1671",2572,"rabbit","box",2,0.501118358910369,"big","bumford","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1672",1842,"rabbit","bag",2,0.49888164108963,"big","bumford","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1673",1843,"rabbit","bag",2,1,"bigger","bumford","cco",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1674",1844,"rabbit","bag",2,1,"bigger","bumford","cco",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1675",2573,"rabbit","box",2,0.500105019972426,"bigger","bumford","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1676",1845,"rabbit","bag",2,0.499894980027574,"bigger","bumford","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1677",1846,"rabbit","bag",2,0.655362798835794,"big","bumford","no-cc",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1678",2574,"rabbit","box",2,0.344637201164205,"big","bumford","no-cc",1,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1679",1847,"rabbit","bag",2,0.655761381592901,"big","bumford","no-cc",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1680",2575,"rabbit","box",2,0.344238618407099,"big","bumford","no-cc",2,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1681",2576,"rabbit","box",2,0.500480221137815,"big","bumford","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1682",1848,"rabbit","bag",2,0.499519778862185,"big","bumford","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1683",1849,"rabbit","bag",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1684",1850,"rabbit","bag",2,1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1685",1851,"rabbit","bag",2,0.500496985201606,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1686",2577,"rabbit","box",2,0.499503014798394,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1687",1852,"rabbit","bag",2,0.556645139550375,"big","standard","cco",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1688",2578,"rabbit","box",2,0.443354860449625,"big","standard","cco",1,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1689",1853,"rabbit","bag",2,0.574405004716627,"big","standard","cco",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1690",2579,"rabbit","box",2,0.425594995283373,"big","standard","cco",2,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1691",2580,"rabbit","box",2,0.518427668040339,"big","standard","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1692",1854,"rabbit","bag",2,0.481572331959661,"big","standard","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1693",1855,"rabbit","bag",2,1,"bigger","standard","cco",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1694",1856,"rabbit","bag",2,1,"bigger","standard","cco",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1695",2581,"rabbit","box",2,0.510309112778188,"bigger","standard","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1696",1857,"rabbit","bag",2,0.489690887221811,"bigger","standard","cco",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1697",1858,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1698",2582,"rabbit","box",2,0.538633939407654,"big","standard","no-cc",2,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1699",1859,"rabbit","bag",2,0.461366060592346,"big","standard","no-cc",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1700",1860,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1701",1861,"rabbit","bag",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1702",1862,"rabbit","bag",2,1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1703",1863,"rabbit","bag",2,0.683219383208796,"bigger","standard","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1704",2583,"rabbit","box",2,0.316780616791204,"bigger","standard","no-cc",3,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1705",1864,"rabbit","bag",2,0.955193049103001,"big","bumford","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1706",2584,"rabbit","box",2,0.0448069508969988,"big","bumford","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1707",1865,"rabbit","bag",2,0.948179870618402,"big","bumford","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1708",2585,"rabbit","box",2,0.0518201293815981,"big","bumford","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1709",1866,"rabbit","bag",2,0.538122030260378,"big","bumford","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1710",2586,"rabbit","box",2,0.461877969739622,"big","bumford","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1711",1867,"rabbit","bag",2,0.614494234590176,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1712",2587,"rabbit","box",2,0.385505765409824,"bigger","bumford","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1713",1868,"rabbit","bag",2,0.733807056012293,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1714",2588,"rabbit","box",2,0.266192943987707,"bigger","bumford","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1715",2589,"rabbit","box",2,0.633620689655172,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1716",1869,"rabbit","bag",2,0.366379310344828,"bigger","bumford","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1717",1870,"rabbit","bag",2,0.962205532769681,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1718",2590,"rabbit","box",2,0.0377944672303192,"big","bumford","no-cc",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1719",1871,"rabbit","bag",2,0.948179870618402,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1720",2591,"rabbit","box",2,0.0518201293815981,"big","bumford","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1721",1872,"rabbit","bag",2,0.581832322888281,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1722",2592,"rabbit","box",2,0.418167677111719,"big","bumford","no-cc",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1723",1873,"rabbit","box",2,1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1724",1874,"rabbit","bag",2,0.733807056012293,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1725",2593,"rabbit","box",2,0.266192943987707,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1726",1875,"rabbit","box",2,1,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1727",1876,"rabbit","bag",2,0.852557673019057,"big","standard","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1728",2594,"rabbit","box",2,0.147442326980943,"big","standard","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1729",1877,"rabbit","bag",2,0.909090909090909,"big","standard","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1730",2595,"rabbit","box",2,0.090909090909091,"big","standard","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1731",2596,"rabbit","box",2,0.633620689655172,"big","standard","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1732",1878,"rabbit","bag",2,0.366379310344828,"big","standard","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1733",2597,"rabbit","box",2,0.69256965944599,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1734",1879,"rabbit","bag",2,0.30743034055401,"bigger","standard","cco",1,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1735",2598,"rabbit","box",2,0.565712432616319,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1736",1880,"rabbit","bag",2,0.434287567383681,"bigger","standard","cco",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1737",2599,"rabbit","box",2,0.633620689655172,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1738",1881,"rabbit","bag",2,0.366379310344828,"bigger","standard","cco",3,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1739",1882,"rabbit","box",2,1,"big","standard","no-cc",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1740",1883,"rabbit","bag",2,0.909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1741",2600,"rabbit","box",2,0.0909090909090909,"big","standard","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1742",1884,"rabbit","box",2,1,"big","standard","no-cc",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1743",1885,"rabbit","box",2,1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1744",2601,"rabbit","box",2,0.565712432616319,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1745",1886,"rabbit","bag",2,0.434287567383681,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1746",1887,"rabbit","box",2,1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1747",1888,"rabbit","bag",2,0.621677549720182,"big","bumford","cco",1,"haddock_model.wppl",2,0,0.9,"disallow","bag2"
"1748",2602,"rabbit","box",2,0.378322450279819,"big","bumford","cco",1,"haddock_model.wppl",2,0,0.9,"disallow","box2"
