"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","Container"
"1137","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0.9,1,"allow","bag2"
"1138","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0.9,1,"allow","box2"
"1139","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0.9,1,"allow","box2"
"1140","rabbit","bag","2",0.5,"big","bumford","cco",4,"haddock_model.wppl",2,0.9,1,"allow","bag2"
"293","rabbit","box","2",0.5,"big","bumford","cco",4,"haddock_model.wppl",2,0.9,1,"allow","box2"
"1141","rabbit","bag","2",0.5,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.9,1,"allow","bag2"
"294","rabbit","box","2",0.5,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.9,1,"allow","box2"
"295","rabbit","box","2",0.508498691429726,"big","standard","cco",4,"haddock_model.wppl",2,0.9,1,"allow","box2"
"1142","rabbit","bag","2",0.491501308570274,"big","standard","cco",4,"haddock_model.wppl",2,0.9,1,"allow","bag2"
"1143","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0.9,1,"allow","box2"
"296","rabbit","box","2",0.530895334174023,"big","bumford","cco",4,"haddock_model.wppl",1,1,0,"allow","box2"
"1144","rabbit","bag","2",0.469104665825977,"big","bumford","cco",4,"haddock_model.wppl",1,1,0,"allow","bag2"
"297","rabbit","box","2",0.571428571428572,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,0,"allow","box2"
"1145","rabbit","bag","2",0.428571428571428,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,0,"allow","bag2"
"298","rabbit","box","2",0.544838636751229,"big","standard","cco",4,"haddock_model.wppl",1,1,0,"allow","box2"
"1146","rabbit","bag","2",0.455161363248771,"big","standard","cco",4,"haddock_model.wppl",1,1,0,"allow","bag2"
"299","rabbit","box","2",0.684146032125659,"bigger","standard","cco",4,"haddock_model.wppl",1,1,0,"allow","box2"
"1147","rabbit","bag","2",0.315853967874341,"bigger","standard","cco",4,"haddock_model.wppl",1,1,0,"allow","bag2"
"1148","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,1,0,"allow","box2"
"1149","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,1,0,"allow","box2"
"2100","rabbit","box","2",0.500714890791611,"big","bumford","cco",4,"haddock_model.wppl",2,1,0,"allow","box2"
"1150","rabbit","bag","2",0.499285109208389,"big","bumford","cco",4,"haddock_model.wppl",2,1,0,"allow","bag2"
"2101","rabbit","box","2",0.502020527049302,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,0,"allow","box2"
"1151","rabbit","bag","2",0.497979472950698,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,0,"allow","bag2"
"2102","rabbit","box","2",0.507080868104581,"big","standard","cco",4,"haddock_model.wppl",2,1,0,"allow","box2"
"1152","rabbit","bag","2",0.492919131895419,"big","standard","cco",4,"haddock_model.wppl",2,1,0,"allow","bag2"
"1153","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,1,0,"allow","box2"
"2103","rabbit","box","2",0.515940143135979,"big","bumford","cco",4,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1154","rabbit","bag","2",0.484059856864021,"big","bumford","cco",4,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2104","rabbit","box","2",0.538461538461538,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1155","rabbit","bag","2",0.461538461538462,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2105","rabbit","box","2",0.58576350062161,"big","standard","cco",4,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1156","rabbit","bag","2",0.41423649937839,"big","standard","cco",4,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2106","rabbit","box","2",0.659256124385607,"bigger","standard","cco",4,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1157","rabbit","bag","2",0.340743875614394,"bigger","standard","cco",4,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1158","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1159","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,1,0.5,"allow","box2"
"2107","rabbit","box","2",0.500360429566159,"big","bumford","cco",4,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1160","rabbit","bag","2",0.499639570433841,"big","bumford","cco",4,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2108","rabbit","box","2",0.501032198752816,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1161","rabbit","bag","2",0.498967801247184,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2109","rabbit","box","2",0.507817063761952,"big","standard","cco",4,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1162","rabbit","bag","2",0.492182936238048,"big","standard","cco",4,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1163","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2110","rabbit","box","2",0.503271464815062,"big","bumford","cco",4,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1164","rabbit","bag","2",0.496728535184938,"big","bumford","cco",4,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2111","rabbit","box","2",0.508196721311476,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1165","rabbit","bag","2",0.491803278688525,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2112","rabbit","box","2",0.617205948993296,"big","standard","cco",4,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1166","rabbit","bag","2",0.382794051006704,"big","standard","cco",4,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2113","rabbit","box","2",0.638809021773526,"bigger","standard","cco",4,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1167","rabbit","bag","2",0.361190978226474,"bigger","standard","cco",4,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1168","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1169","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,1,0.9,"allow","box2"
"2114","rabbit","box","2",0.500072945788976,"big","bumford","cco",4,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1170","rabbit","bag","2",0.499927054211024,"big","bumford","cco",4,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"2115","rabbit","box","2",0.500218290394914,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1171","rabbit","bag","2",0.499781709605086,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"2116","rabbit","box","2",0.508364807390705,"big","standard","cco",4,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1172","rabbit","bag","2",0.491635192609295,"big","standard","cco",4,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1173","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1174","rabbit","bag","2",0.5,"big","bumford","cco",4,"haddock_model.wppl",1,1,1,"allow","bag2"
"2117","rabbit","box","2",0.5,"big","bumford","cco",4,"haddock_model.wppl",1,1,1,"allow","box2"
"1175","rabbit","bag","2",0.5,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,1,"allow","bag2"
"2118","rabbit","box","2",0.5,"big","bumford","no-cc",4,"haddock_model.wppl",1,1,1,"allow","box2"
"2119","rabbit","box","2",0.624894260507246,"big","standard","cco",4,"haddock_model.wppl",1,1,1,"allow","box2"
"1176","rabbit","bag","2",0.375105739492754,"big","standard","cco",4,"haddock_model.wppl",1,1,1,"allow","bag2"
"2120","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,1,1,"allow","box2"
"1177","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,1,1,"allow","bag2"
"1178","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,1,1,"allow","box2"
"1179","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,1,1,"allow","box2"
"1180","rabbit","bag","2",0.5,"big","bumford","cco",4,"haddock_model.wppl",2,1,1,"allow","bag2"
"2121","rabbit","box","2",0.5,"big","bumford","cco",4,"haddock_model.wppl",2,1,1,"allow","box2"
"1181","rabbit","bag","2",0.5,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,1,"allow","bag2"
"2122","rabbit","box","2",0.5,"big","bumford","no-cc",4,"haddock_model.wppl",2,1,1,"allow","box2"
"2123","rabbit","box","2",0.508498691429726,"big","standard","cco",4,"haddock_model.wppl",2,1,1,"allow","box2"
"1182","rabbit","bag","2",0.491501308570274,"big","standard","cco",4,"haddock_model.wppl",2,1,1,"allow","bag2"
"1183","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,1,1,"allow","box2"
"2124","rabbit","box","2",0.521999552965999,"big","bumford","cco",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"1184","rabbit","bag","2",0.478000447034001,"big","bumford","cco",4,"haddock_model.wppl",1,0,0,"disallow","bag2"
"2125","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"1185","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,0,"disallow","bag2"
"2126","rabbit","box","2",0.555508583377682,"big","bumford","no-cc",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"1186","rabbit","bag","2",0.444491416622318,"big","bumford","no-cc",4,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1187","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"2127","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"1188","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0,0,"disallow","bag2"
"2128","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"1189","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0,0,"disallow","bag2"
"1190","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"1191","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0,0,"disallow","box2"
"2129","rabbit","box","2",0.501696563029587,"big","bumford","cco",4,"haddock_model.wppl",2,0,0,"disallow","box2"
"1192","rabbit","bag","2",0.498303436970413,"big","bumford","cco",4,"haddock_model.wppl",2,0,0,"disallow","bag2"
"2130","rabbit","box","2",0.502843212041985,"big","bumford","no-cc",4,"haddock_model.wppl",2,0,0,"disallow","box2"
"1193","rabbit","bag","2",0.497156787958015,"big","bumford","no-cc",4,"haddock_model.wppl",2,0,0,"disallow","bag2"
"2131","rabbit","box","2",0.509237408775956,"big","standard","cco",4,"haddock_model.wppl",2,0,0,"disallow","box2"
"1194","rabbit","bag","2",0.490762591224044,"big","standard","cco",4,"haddock_model.wppl",2,0,0,"disallow","bag2"
"1195","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0,0,"disallow","box2"
"2132","rabbit","box","2",0.521999552965999,"big","bumford","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1196","rabbit","bag","2",0.478000447034001,"big","bumford","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"2133","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1197","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"2134","rabbit","box","2",0.555508583377682,"big","bumford","no-cc",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1198","rabbit","bag","2",0.444491416622318,"big","bumford","no-cc",4,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1199","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"2135","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1200","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"2136","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1201","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0,0.5,"disallow","bag2"
"1202","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"1203","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0,0.5,"disallow","box2"
"2137","rabbit","box","2",0.503095079957648,"big","bumford","cco",4,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1204","rabbit","bag","2",0.496904920042352,"big","bumford","cco",4,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"2138","rabbit","box","2",0.505081030365126,"big","bumford","no-cc",4,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1205","rabbit","bag","2",0.494918969634874,"big","bumford","no-cc",4,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"2139","rabbit","box","2",0.512048512877566,"big","standard","cco",4,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"1206","rabbit","bag","2",0.487951487122434,"big","standard","cco",4,"haddock_model.wppl",2,0,0.5,"disallow","bag2"
"1207","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0,0.5,"disallow","box2"
"2140","rabbit","box","2",0.521999552965999,"big","bumford","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1208","rabbit","bag","2",0.478000447034001,"big","bumford","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"2141","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1209","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"2142","rabbit","box","2",0.555508583377681,"big","bumford","no-cc",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1210","rabbit","bag","2",0.444491416622319,"big","bumford","no-cc",4,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1211","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"2143","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1212","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"2144","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1213","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0,0.9,"disallow","bag2"
"1214","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"1215","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0,0.9,"disallow","box2"
"2145","rabbit","box","2",0.511379805076669,"big","bumford","cco",4,"haddock_model.wppl",2,0,0.9,"disallow","box2"
"1216","rabbit","bag","2",0.488620194923331,"big","bumford","cco",4,"haddock_model.wppl",2,0,0.9,"disallow","bag2"
"2146","rabbit","box","2",0.52162965437939,"big","bumford","no-cc",4,"haddock_model.wppl",2,0,0.9,"disallow","box2"
"1217","rabbit","bag","2",0.47837034562061,"big","bumford","no-cc",4,"haddock_model.wppl",2,0,0.9,"disallow","bag2"
"2147","rabbit","box","2",0.53010007634851,"big","standard","cco",4,"haddock_model.wppl",2,0,0.9,"disallow","box2"
"1218","rabbit","bag","2",0.46989992365149,"big","standard","cco",4,"haddock_model.wppl",2,0,0.9,"disallow","bag2"
"1219","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0,0.9,"disallow","box2"
"2148","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,1,"disallow","box2"
"1220","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0,1,"disallow","bag2"
"1221","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0,1,"disallow","box2"
"2149","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0,1,"disallow","box2"
"1222","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0,1,"disallow","bag2"
"1223","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0,1,"disallow","box2"
"2150","rabbit","box","2",0.530504346186193,"big","bumford","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"1224","rabbit","bag","2",0.469495653813807,"big","bumford","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","bag2"
"2151","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"1225","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","bag2"
"2152","rabbit","box","2",0.578926290666035,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"1226","rabbit","bag","2",0.421073709333965,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0,"disallow","bag2"
"1227","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"2153","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"1228","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","bag2"
"2154","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"1229","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,0,"disallow","bag2"
"1230","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"1231","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0.5,0,"disallow","box2"
"2155","rabbit","box","2",0.501696563029587,"big","bumford","cco",4,"haddock_model.wppl",2,0.5,0,"disallow","box2"
"1232","rabbit","bag","2",0.498303436970413,"big","bumford","cco",4,"haddock_model.wppl",2,0.5,0,"disallow","bag2"
"2156","rabbit","box","2",0.502843212041986,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.5,0,"disallow","box2"
"1233","rabbit","bag","2",0.497156787958014,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.5,0,"disallow","bag2"
"2157","rabbit","box","2",0.509237408775956,"big","standard","cco",4,"haddock_model.wppl",2,0.5,0,"disallow","box2"
"1234","rabbit","bag","2",0.490762591224044,"big","standard","cco",4,"haddock_model.wppl",2,0.5,0,"disallow","bag2"
"1235","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0.5,0,"disallow","box2"
"2158","rabbit","box","2",0.530504346186193,"big","bumford","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"1236","rabbit","bag","2",0.469495653813807,"big","bumford","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","bag2"
"2159","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"1237","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","bag2"
"2160","rabbit","box","2",0.578926290666035,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"1238","rabbit","bag","2",0.421073709333965,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0.5,"disallow","bag2"
"1239","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"2161","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"1240","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","bag2"
"2162","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"1241","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,0.5,"disallow","bag2"
"1242","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"1243","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0.5,0.5,"disallow","box2"
"2163","rabbit","box","2",0.503095079957648,"big","bumford","cco",4,"haddock_model.wppl",2,0.5,0.5,"disallow","box2"
"1244","rabbit","bag","2",0.496904920042352,"big","bumford","cco",4,"haddock_model.wppl",2,0.5,0.5,"disallow","bag2"
"2164","rabbit","box","2",0.505081030365126,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.5,0.5,"disallow","box2"
"1245","rabbit","bag","2",0.494918969634874,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.5,0.5,"disallow","bag2"
"2165","rabbit","box","2",0.512048512877566,"big","standard","cco",4,"haddock_model.wppl",2,0.5,0.5,"disallow","box2"
"1246","rabbit","bag","2",0.487951487122434,"big","standard","cco",4,"haddock_model.wppl",2,0.5,0.5,"disallow","bag2"
"1247","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0.5,0.5,"disallow","box2"
"2166","rabbit","box","2",0.530504346186193,"big","bumford","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"1248","rabbit","bag","2",0.469495653813807,"big","bumford","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","bag2"
"2167","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"1249","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","bag2"
"2168","rabbit","box","2",0.578926290666034,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"1250","rabbit","bag","2",0.421073709333966,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0.9,"disallow","bag2"
"1251","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"2169","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"1252","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","bag2"
"2170","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"1253","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,0.9,"disallow","bag2"
"1254","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"1255","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0.5,0.9,"disallow","box2"
"2171","rabbit","box","2",0.511379805076669,"big","bumford","cco",4,"haddock_model.wppl",2,0.5,0.9,"disallow","box2"
"1256","rabbit","bag","2",0.488620194923331,"big","bumford","cco",4,"haddock_model.wppl",2,0.5,0.9,"disallow","bag2"
"2172","rabbit","box","2",0.52162965437939,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.5,0.9,"disallow","box2"
"1257","rabbit","bag","2",0.47837034562061,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.5,0.9,"disallow","bag2"
"2173","rabbit","box","2",0.53010007634851,"big","standard","cco",4,"haddock_model.wppl",2,0.5,0.9,"disallow","box2"
"1258","rabbit","bag","2",0.46989992365149,"big","standard","cco",4,"haddock_model.wppl",2,0.5,0.9,"disallow","bag2"
"1259","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",2,0.5,0.9,"disallow","box2"
"2174","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,1,"disallow","box2"
"1260","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.5,1,"disallow","bag2"
"1261","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0.5,1,"disallow","box2"
"2175","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,1,"disallow","box2"
"1262","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0.5,1,"disallow","bag2"
"1263","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0.5,1,"disallow","box2"
"2176","rabbit","box","2",0.536428658732481,"big","bumford","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"1264","rabbit","bag","2",0.463571341267519,"big","bumford","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","bag2"
"2177","rabbit","box","2",0.633620689655172,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"1265","rabbit","bag","2",0.366379310344828,"bigger","bumford","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","bag2"
"2178","rabbit","box","2",0.595955714334369,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"1266","rabbit","bag","2",0.404044285665631,"big","bumford","no-cc",4,"haddock_model.wppl",1,0.9,0,"disallow","bag2"
"1267","rabbit","box","2",1,"bigger","bumford","no-cc",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"2179","rabbit","box","2",0.633620689655172,"big","standard","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"1268","rabbit","bag","2",0.366379310344828,"big","standard","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","bag2"
"2180","rabbit","box","2",0.633620689655172,"bigger","standard","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"1269","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",4,"haddock_model.wppl",1,0.9,0,"disallow","bag2"
"1270","rabbit","box","2",1,"big","standard","no-cc",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"1271","rabbit","box","2",1,"bigger","standard","no-cc",4,"haddock_model.wppl",1,0.9,0,"disallow","box2"
"2181","rabbit","box","2",0.501696563029587,"big","bumford","cco",4,"haddock_model.wppl",2,0.9,0,"disallow","box2"
"1272","rabbit","bag","2",0.498303436970413,"big","bumford","cco",4,"haddock_model.wppl",2,0.9,0,"disallow","bag2"
"2182","rabbit","box","2",0.502843212041986,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.9,0,"disallow","box2"
"1273","rabbit","bag","2",0.497156787958014,"big","bumford","no-cc",4,"haddock_model.wppl",2,0.9,0,"disallow","bag2"
"2183","rabbit","box","2",0.509237408775956,"big","standard","cco",4,"haddock_model.wppl",2,0.9,0,"disallow","box2"
