"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","NA","Container"
"420","rabbit","box","2",0.390629354540862,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1242","rabbit","bag","2",0.276915335710664,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"362","rabbit","box","1",0.167795265450679,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","box1","box1"
"2194","rabbit","bag","1",0.164660044297795,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag1","bag1"
"1243","rabbit","bag","2",0.967129183294388,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2195","rabbit","box","2",0.0328708167056117,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1244","rabbit","bag","2",0.968410885224628,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2196","rabbit","box","2",0.0315891147753719,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1245","rabbit","bag","2",0.545873892376651,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2197","rabbit","box","2",0.454126107623349,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1246","rabbit","bag","2",0.504479313486805,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2198","rabbit","box","2",0.495520686513195,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1247","rabbit","bag","2",0.500059242958535,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2199","rabbit","box","2",0.499940757041465,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"2200","rabbit","box","2",0.662726099179039,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1248","rabbit","bag","2",0.337273900820961,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"1249","rabbit","bag","2",0.965193014429804,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2201","rabbit","box","2",0.0348069855701961,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1250","rabbit","bag","2",0.968410885224628,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2202","rabbit","box","2",0.0315891147753719,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1251","rabbit","bag","2",0.531153641864678,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2203","rabbit","box","2",0.468846358135322,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"363","rabbit","box","2",0.546560332002701,"big","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1252","rabbit","bag","2",0.280176724932594,"big","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2204","rabbit","bag","1",0.173262943064705,"big","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","bag1","bag1"
"364","rabbit","box","2",0.424224608510762,"big","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1253","rabbit","bag","2",0.359643965621536,"big","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2205","rabbit","bag","1",0.216131425867702,"big","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag1","bag1"
"421","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1254","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"365","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","box1","box1"
"2206","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag1","bag1"
"2207","rabbit","box","2",0.611279362154559,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1255","rabbit","bag","2",0.388720637845441,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"1256","rabbit","bag","2",0.523754150760982,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2208","rabbit","box","2",0.476245849239018,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"2209","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1257","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"1258","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"2210","rabbit","box","2",0.591836734693878,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1259","rabbit","bag","2",0.408163265306123,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"1260","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1261","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1262","rabbit","bag","2",0.523754150760982,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","bag2","bag2"
"2211","rabbit","box","2",0.476245849239018,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1263","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.9,0.9,"allow","box2","box2"
"1264","rabbit","bag","2",0.387820242381506,"big","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"366","rabbit","box","2",0.381416779178342,"big","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"2212","rabbit","bag","1",0.230762978440152,"big","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"allow","bag1","bag1"
"1265","rabbit","bag","2",0.386399415370993,"big","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"367","rabbit","box","2",0.381390219430047,"big","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"2213","rabbit","bag","1",0.23221036519896,"big","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"allow","bag1","bag1"
"422","rabbit","box","2",0.388538289039348,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1266","rabbit","bag","2",0.278719451680049,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"368","rabbit","box","1",0.166897045982985,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"allow","box1","box1"
"2214","rabbit","bag","1",0.165845213297617,"big","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"allow","bag1","bag1"
"1267","rabbit","bag","2",0.967065698818358,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2215","rabbit","box","2",0.0329343011816422,"bigger","bumford","cco",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1268","rabbit","bag","2",0.968410885224628,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2216","rabbit","box","2",0.0315891147753719,"bigger","bumford","cco",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1269","rabbit","bag","2",0.545379267266907,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2217","rabbit","box","2",0.454620732733093,"bigger","bumford","cco",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1270","rabbit","bag","2",0.518997191821719,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2218","rabbit","box","2",0.481002808178281,"big","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1271","rabbit","bag","2",0.508255948233722,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2219","rabbit","box","2",0.491744051766278,"big","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"2220","rabbit","box","2",0.657043951066551,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1272","rabbit","bag","2",0.342956048933448,"big","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"1273","rabbit","bag","2",0.965023746791477,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2221","rabbit","box","2",0.0349762532085225,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1274","rabbit","bag","2",0.968410885224628,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2222","rabbit","box","2",0.0315891147753719,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1275","rabbit","bag","2",0.529901667736049,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2223","rabbit","box","2",0.470098332263951,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"369","rabbit","box","2",0.550713935664444,"big","standard","cco",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1276","rabbit","bag","2",0.277610246627431,"big","standard","cco",1,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2224","rabbit","bag","1",0.171675817708125,"big","standard","cco",1,"haddock_model.wppl",1,0.9,1,"allow","bag1","bag1"
"370","rabbit","box","2",0.428326722707445,"big","standard","cco",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1277","rabbit","bag","2",0.357081680676861,"big","standard","cco",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2225","rabbit","bag","1",0.214591596615694,"big","standard","cco",2,"haddock_model.wppl",1,0.9,1,"allow","bag1","bag1"
"423","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1278","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"371","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,0.9,1,"allow","box1","box1"
"2226","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,0.9,1,"allow","bag1","bag1"
"2227","rabbit","box","2",0.608627654393108,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1279","rabbit","bag","2",0.391372345606892,"bigger","standard","cco",1,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"1280","rabbit","bag","2",0.52653356357205,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2228","rabbit","box","2",0.47346643642795,"bigger","standard","cco",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"2229","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1281","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"1282","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"2230","rabbit","box","2",0.6,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1283","rabbit","bag","2",0.4,"big","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"1284","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1285","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1286","rabbit","bag","2",0.526533563572051,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","bag2","bag2"
"2231","rabbit","box","2",0.473466436427949,"bigger","standard","no-cc",2,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"1287","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,0.9,1,"allow","box2","box2"
"372","rabbit","box","2",0.44410151341073,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1288","rabbit","bag","2",0.348440139073569,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2232","rabbit","bag","1",0.207458347515701,"big","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","bag1","bag1"
"373","rabbit","box","2",0.412582764837645,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1289","rabbit","bag","2",0.366915757517533,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2233","rabbit","bag","1",0.220501477644822,"big","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","bag1","bag1"
"424","rabbit","box","2",0.410573111182936,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1290","rabbit","bag","2",0.258911197315171,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"374","rabbit","box","1",0.176362127876505,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","box1","box1"
"2234","rabbit","bag","1",0.154153563625389,"big","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","bag1","bag1"
"1291","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1292","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1293","rabbit","bag","2",0.561226570562265,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2235","rabbit","box","2",0.438773429437735,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"2236","rabbit","box","2",0.636258294488274,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1294","rabbit","bag","2",0.363741705511726,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2237","rabbit","box","2",0.567455842503353,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1295","rabbit","bag","2",0.432544157496647,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2238","rabbit","box","2",0.727272727272727,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1296","rabbit","bag","2",0.272727272727273,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1297","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1298","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1299","rabbit","bag","2",0.568141957902044,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2239","rabbit","box","2",0.431858042097956,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"375","rabbit","box","2",0.505408284055052,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1300","rabbit","bag","2",0.305604244472658,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2240","rabbit","bag","1",0.18898747147229,"big","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","bag1","bag1"
"376","rabbit","box","2",0.384473512214209,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1301","rabbit","bag","2",0.384473512214208,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2241","rabbit","bag","1",0.231052975571583,"big","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","bag1","bag1"
"425","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1302","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"377","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","box1","box1"
"2242","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","bag1","bag1"
"2243","rabbit","box","2",0.633620689655172,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1303","rabbit","bag","2",0.366379310344828,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1304","rabbit","bag","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2244","rabbit","box","2",0.5,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"2245","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1305","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"1306","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1307","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2246","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1308","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1309","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1310","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2","bag2"
"2247","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"1311","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2","box2"
"378","rabbit","box","2",0.413153648717878,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1312","rabbit","bag","2",0.367157673002124,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2248","rabbit","bag","1",0.219688678279998,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag1","bag1"
"379","rabbit","box","2",0.398131812823485,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1313","rabbit","bag","2",0.375942189987904,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2249","rabbit","bag","1",0.225925997188611,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag1","bag1"
"426","rabbit","box","2",0.399241638091538,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1314","rabbit","bag","2",0.26856681267902,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"380","rabbit","box","1",0.171494681246557,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box1","box1"
"2250","rabbit","bag","1",0.160696867982885,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag1","bag1"
"1315","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1316","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1317","rabbit","bag","2",0.55864904883989,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2251","rabbit","box","2",0.44135095116011,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"2252","rabbit","box","2",0.567455842503353,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1318","rabbit","bag","2",0.432544157496647,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2253","rabbit","box","2",0.534432196210637,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1319","rabbit","bag","2",0.465567803789363,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2254","rabbit","box","2",0.695652173913043,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1320","rabbit","bag","2",0.304347826086956,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1321","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1322","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1323","rabbit","bag","2",0.562175108841689,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2255","rabbit","box","2",0.437824891158311,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"381","rabbit","box","2",0.529148433934238,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1324","rabbit","bag","2",0.290935396747145,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2256","rabbit","bag","1",0.179916169318616,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag1","bag1"
"382","rabbit","box","2",0.407210050265369,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1325","rabbit","bag","2",0.370271691799351,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2257","rabbit","bag","1",0.22251825793528,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag1","bag1"
"427","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1326","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"383","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box1","box1"
"2258","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag1","bag1"
"2259","rabbit","box","2",0.621536346518715,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1327","rabbit","bag","2",0.378463653481285,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1328","rabbit","bag","2",0.512923865577138,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2260","rabbit","box","2",0.487076134422862,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"2261","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1329","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1330","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"2262","rabbit","box","2",0.555555555555556,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1331","rabbit","bag","2",0.444444444444444,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"1332","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1333","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1334","rabbit","bag","2",0.512923865577138,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2","bag2"
"2263","rabbit","box","2",0.487076134422862,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"1335","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2","box2"
"384","rabbit","box","2",0.388933871276639,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"1336","rabbit","bag","2",0.381806002070951,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"2264","rabbit","bag","1",0.22926012665241,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag1","bag1"
"385","rabbit","box","2",0.386048846054904,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"1337","rabbit","bag","2",0.383489518597913,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"2265","rabbit","bag","1",0.230461635347183,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag1","bag1"
"428","rabbit","box","2",0.390617075480327,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"1338","rabbit","bag","2",0.275915853583375,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"386","rabbit","box","1",0.167789990966829,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box1","box1"
"2266","rabbit","bag","1",0.165677079969469,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag1","bag1"
"1339","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"1340","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"1341","rabbit","bag","2",0.556565124980992,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"2267","rabbit","box","2",0.443434875019008,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"2268","rabbit","box","2",0.510474485995378,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"1342","rabbit","bag","2",0.489525514004622,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"2269","rabbit","box","2",0.504146471619654,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"1343","rabbit","bag","2",0.495853528380346,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"2270","rabbit","box","2",0.672268907563025,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","box2","box2"
"1344","rabbit","bag","2",0.327731092436975,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
"1345","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","bag2","bag2"
