"","Animal","ContainerType","Size","Probability","Adjective","DefArtMeaning","Context","Condition","Model","ListenerLevel","cmpHighScopeConstrualProb","posHighScopeConstrualProb","allowUninformativeThresholds","Container"
"1595","rabbit","bag","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"2414","rabbit","box","2",0.5,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2"
"1596","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2"
"1597","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0,"allow","box2"
"1598","rabbit","bag","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","bag2"
"2415","rabbit","box","2",0.5,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0,"allow","box2"
"1599","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0,"allow","box2"
"3150","rabbit","box","2",0.419612498080018,"big","bumford","cco",1,"haddock_model.wppl",2,1,0,"allow","box2"
"2416","rabbit","bag","2",0.361672908421714,"big","bumford","cco",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"1600","rabbit","bag","1",0.218714593498267,"big","bumford","cco",1,"haddock_model.wppl",2,1,0,"allow","bag1"
"3151","rabbit","box","2",0.418682621707161,"big","bumford","cco",2,"haddock_model.wppl",2,1,0,"allow","box2"
"2417","rabbit","bag","2",0.363105631647787,"big","bumford","cco",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"1601","rabbit","bag","1",0.218211746645052,"big","bumford","cco",2,"haddock_model.wppl",2,1,0,"allow","bag1"
"3152","rabbit","box","2",0.35107075896704,"big","bumford","cco",3,"haddock_model.wppl",2,1,0,"allow","box2"
"2418","rabbit","bag","2",0.310392001854647,"big","bumford","cco",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"1602","rabbit","bag","1",0.187734411617939,"big","bumford","cco",3,"haddock_model.wppl",2,1,0,"allow","bag1"
"450","rabbit","box","1",0.150802827560374,"big","bumford","cco",3,"haddock_model.wppl",2,1,0,"allow","box1"
"1603","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"1604","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"2419","rabbit","box","2",0.500985909381044,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0,"allow","box2"
"1605","rabbit","bag","2",0.499014090618956,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"1606","rabbit","bag","2",0.647118500301378,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"2420","rabbit","box","2",0.352881499698622,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0,"allow","box2"
"1607","rabbit","bag","2",0.648112626982688,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"2421","rabbit","box","2",0.351887373017312,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0,"allow","box2"
"2422","rabbit","box","2",0.502984037328335,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0,"allow","box2"
"1608","rabbit","bag","2",0.497015962671665,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"1609","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"1610","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"1611","rabbit","bag","2",0.503061178635109,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"2423","rabbit","box","2",0.496938821364891,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0,"allow","box2"
"3153","rabbit","box","2",0.408739818402067,"big","standard","cco",1,"haddock_model.wppl",2,1,0,"allow","box2"
"2424","rabbit","bag","2",0.363666347899452,"big","standard","cco",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"1612","rabbit","bag","1",0.227593833698481,"big","standard","cco",1,"haddock_model.wppl",2,1,0,"allow","bag1"
"3154","rabbit","box","2",0.394665904571701,"big","standard","cco",2,"haddock_model.wppl",2,1,0,"allow","box2"
"2425","rabbit","bag","2",0.378107084505067,"big","standard","cco",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"1613","rabbit","bag","1",0.227227010923233,"big","standard","cco",2,"haddock_model.wppl",2,1,0,"allow","bag1"
"3155","rabbit","box","2",0.361019273633105,"big","standard","cco",3,"haddock_model.wppl",2,1,0,"allow","box2"
"2426","rabbit","bag","2",0.297696353389448,"big","standard","cco",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"1614","rabbit","bag","1",0.186209659511921,"big","standard","cco",3,"haddock_model.wppl",2,1,0,"allow","bag1"
"451","rabbit","box","1",0.155074713465526,"big","standard","cco",3,"haddock_model.wppl",2,1,0,"allow","box1"
"1615","rabbit","bag","2",1,"bigger","standard","cco",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"1616","rabbit","bag","2",1,"bigger","standard","cco",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"2427","rabbit","box","2",0.512824323858826,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0,"allow","box2"
"1617","rabbit","bag","2",0.487175676141174,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"1618","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",2,1,0,"allow","box2"
"2428","rabbit","box","2",0.539708175377682,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0,"allow","box2"
"1619","rabbit","bag","2",0.460291824622318,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"1620","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",2,1,0,"allow","box2"
"1621","rabbit","bag","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,1,0,"allow","bag2"
"1622","rabbit","bag","2",1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,1,0,"allow","bag2"
"1623","rabbit","bag","2",0.683734665976474,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0,"allow","bag2"
"2429","rabbit","box","2",0.316265334023526,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0,"allow","box2"
"3156","rabbit","box","2",0.413153648717878,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1624","rabbit","bag","2",0.367157673002124,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2430","rabbit","bag","1",0.219688678279998,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag1"
"3157","rabbit","box","2",0.398131812823485,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1625","rabbit","bag","2",0.375942189987904,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2431","rabbit","bag","1",0.225925997188611,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag1"
"452","rabbit","box","2",0.399241638091538,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1626","rabbit","bag","2",0.26856681267902,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"3158","rabbit","box","1",0.171494681246557,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box1"
"2432","rabbit","bag","1",0.160696867982885,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag1"
"1627","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1628","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1629","rabbit","bag","2",0.55864904883989,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2433","rabbit","box","2",0.44135095116011,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"2434","rabbit","box","2",0.567455842503353,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1630","rabbit","bag","2",0.432544157496647,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2435","rabbit","box","2",0.534432196210637,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1631","rabbit","bag","2",0.465567803789363,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2436","rabbit","box","2",0.695652173913043,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1632","rabbit","bag","2",0.304347826086956,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1633","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1634","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1635","rabbit","bag","2",0.562175108841689,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2437","rabbit","box","2",0.437824891158311,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"3159","rabbit","box","2",0.529148433934238,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1636","rabbit","bag","2",0.290935396747145,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2438","rabbit","bag","1",0.179916169318616,"big","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag1"
"3160","rabbit","box","2",0.407210050265369,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1637","rabbit","bag","2",0.370271691799351,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2439","rabbit","bag","1",0.22251825793528,"big","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag1"
"453","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1638","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"3161","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box1"
"2440","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag1"
"2441","rabbit","box","2",0.621536346518715,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1639","rabbit","bag","2",0.378463653481285,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1640","rabbit","bag","2",0.512923865577138,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2442","rabbit","box","2",0.487076134422862,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.5,"allow","box2"
"2443","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1641","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1642","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","box2"
"2444","rabbit","box","2",0.555555555555556,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1643","rabbit","bag","2",0.444444444444444,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"1644","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1645","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1646","rabbit","bag","2",0.512923865577138,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","bag2"
"2445","rabbit","box","2",0.487076134422862,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.5,"allow","box2"
"1647","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.5,"allow","box2"
"3162","rabbit","box","2",0.418822379504918,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2446","rabbit","bag","2",0.362525139514494,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1648","rabbit","bag","1",0.218652480980588,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"allow","bag1"
"3163","rabbit","box","2",0.418363973089937,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2447","rabbit","bag","2",0.363304667685158,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1649","rabbit","bag","1",0.218331359224904,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"allow","bag1"
"3164","rabbit","box","2",0.350661412760111,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2448","rabbit","bag","2",0.311074662172841,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1650","rabbit","bag","1",0.187636932616489,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"allow","bag1"
"454","rabbit","box","1",0.150626992450559,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"allow","box1"
"1651","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1652","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2449","rabbit","box","2",0.500092183745488,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1653","rabbit","bag","2",0.499907816254512,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1654","rabbit","bag","2",0.648593909088043,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2450","rabbit","box","2",0.351406090911957,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1655","rabbit","bag","2",0.649020125747622,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2451","rabbit","box","2",0.350979874252378,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2452","rabbit","box","2",0.502311449738493,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1656","rabbit","bag","2",0.497688550261507,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1657","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1658","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1659","rabbit","bag","2",0.502385222887586,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2453","rabbit","box","2",0.497614777112414,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"3165","rabbit","box","2",0.409141744025739,"big","standard","cco",1,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2454","rabbit","bag","2",0.36298561389731,"big","standard","cco",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1660","rabbit","bag","1",0.227872642076951,"big","standard","cco",1,"haddock_model.wppl",2,1,0.5,"allow","bag1"
"3166","rabbit","box","2",0.394968136651575,"big","standard","cco",2,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2455","rabbit","bag","2",0.377918302654798,"big","standard","cco",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1661","rabbit","bag","1",0.227113560693626,"big","standard","cco",2,"haddock_model.wppl",2,1,0.5,"allow","bag1"
"3167","rabbit","box","2",0.36111307214741,"big","standard","cco",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2456","rabbit","bag","2",0.29726961756462,"big","standard","cco",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1662","rabbit","bag","1",0.186502305960455,"big","standard","cco",3,"haddock_model.wppl",2,1,0.5,"allow","bag1"
"455","rabbit","box","1",0.155115004327515,"big","standard","cco",3,"haddock_model.wppl",2,1,0.5,"allow","box1"
"1663","rabbit","bag","2",1,"bigger","standard","cco",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1664","rabbit","bag","2",1,"bigger","standard","cco",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2457","rabbit","box","2",0.513254932700385,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1665","rabbit","bag","2",0.486745067299615,"bigger","standard","cco",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1666","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",2,1,0.5,"allow","box2"
"2458","rabbit","box","2",0.539935754035537,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1667","rabbit","bag","2",0.460064245964463,"big","standard","no-cc",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1668","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"1669","rabbit","bag","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1670","rabbit","bag","2",1,"bigger","standard","no-cc",2,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"1671","rabbit","bag","2",0.683734116664968,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","bag2"
"2459","rabbit","box","2",0.316265883335032,"bigger","standard","no-cc",3,"haddock_model.wppl",2,1,0.5,"allow","box2"
"3168","rabbit","box","2",0.388933871276639,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1672","rabbit","bag","2",0.381806002070951,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2460","rabbit","bag","1",0.22926012665241,"big","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag1"
"3169","rabbit","box","2",0.386048846054904,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1673","rabbit","bag","2",0.383489518597913,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2461","rabbit","bag","1",0.230461635347183,"big","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag1"
"456","rabbit","box","2",0.390617075480327,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1674","rabbit","bag","2",0.275915853583375,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"3170","rabbit","box","1",0.167789990966829,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box1"
"2462","rabbit","bag","1",0.165677079969469,"big","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag1"
"1675","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1676","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1677","rabbit","bag","2",0.556565124980992,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2463","rabbit","box","2",0.443434875019008,"bigger","bumford","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"2464","rabbit","box","2",0.510474485995378,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1678","rabbit","bag","2",0.489525514004622,"big","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2465","rabbit","box","2",0.504146471619654,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1679","rabbit","bag","2",0.495853528380346,"big","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2466","rabbit","box","2",0.672268907563025,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1680","rabbit","bag","2",0.327731092436975,"big","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1681","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1682","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1683","rabbit","bag","2",0.557281586073313,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2467","rabbit","box","2",0.442718413926687,"bigger","bumford","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"3171","rabbit","box","2",0.546560332002701,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1684","rabbit","bag","2",0.280176724932594,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2468","rabbit","bag","1",0.173262943064705,"big","standard","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag1"
"3172","rabbit","box","2",0.424224608510762,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1685","rabbit","bag","2",0.359643965621536,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2469","rabbit","bag","1",0.216131425867702,"big","standard","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag1"
"457","rabbit","box","2",0.469697630027167,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1686","rabbit","bag","2",0.203004226633764,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"3173","rabbit","box","1",0.20175912945559,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box1"
"2470","rabbit","bag","1",0.125539013883478,"big","standard","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag1"
"2471","rabbit","box","2",0.611279362154559,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1687","rabbit","bag","2",0.388720637845441,"bigger","standard","cco",1,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1688","rabbit","bag","2",0.523754150760982,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2472","rabbit","box","2",0.476245849239018,"bigger","standard","cco",2,"haddock_model.wppl",1,1,0.9,"allow","box2"
"2473","rabbit","box","2",0.579975117521265,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1689","rabbit","bag","2",0.420024882478735,"bigger","standard","cco",3,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1690","rabbit","box","2",1,"big","standard","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","box2"
"2474","rabbit","box","2",0.591836734693878,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1691","rabbit","bag","2",0.408163265306123,"big","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"1692","rabbit","box","2",1,"big","standard","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1693","rabbit","box","2",1,"bigger","standard","no-cc",1,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1694","rabbit","bag","2",0.523754150760982,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","bag2"
"2475","rabbit","box","2",0.476245849239018,"bigger","standard","no-cc",2,"haddock_model.wppl",1,1,0.9,"allow","box2"
"1695","rabbit","box","2",1,"bigger","standard","no-cc",3,"haddock_model.wppl",1,1,0.9,"allow","box2"
"3174","rabbit","box","2",0.418196796946314,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2476","rabbit","bag","2",0.363300004551541,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1696","rabbit","bag","1",0.218503198502145,"big","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"allow","bag1"
"3175","rabbit","box","2",0.418105745792361,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2477","rabbit","bag","2",0.363465963028282,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1697","rabbit","bag","1",0.218428291179358,"big","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"allow","bag1"
"3176","rabbit","box","2",0.35034576601069,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2478","rabbit","bag","2",0.311694133308008,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1698","rabbit","bag","1",0.187468694636353,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"allow","bag1"
"458","rabbit","box","1",0.150491406044949,"big","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"allow","box1"
"1699","rabbit","bag","2",1,"bigger","bumford","cco",1,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1700","rabbit","bag","2",1,"bigger","bumford","cco",2,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1701","rabbit","bag","2",0.500666770993622,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"2479","rabbit","box","2",0.499333229006378,"bigger","bumford","cco",3,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1702","rabbit","bag","2",0.64967285757924,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"2480","rabbit","box","2",0.35032714242076,"big","bumford","no-cc",1,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1703","rabbit","bag","2",0.649749369891038,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"2481","rabbit","box","2",0.350250630108962,"big","bumford","no-cc",2,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2482","rabbit","box","2",0.501895920110646,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"allow","box2"
"1704","rabbit","bag","2",0.498104079889354,"big","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1705","rabbit","bag","2",1,"bigger","bumford","no-cc",1,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1706","rabbit","bag","2",1,"bigger","bumford","no-cc",2,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1707","rabbit","bag","2",0.501964908560504,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"2483","rabbit","box","2",0.498035091439496,"bigger","bumford","no-cc",3,"haddock_model.wppl",2,1,0.9,"allow","box2"
"3177","rabbit","box","2",0.409402485967869,"big","standard","cco",1,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2484","rabbit","bag","2",0.362533298164409,"big","standard","cco",1,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1708","rabbit","bag","1",0.228064215867722,"big","standard","cco",1,"haddock_model.wppl",2,1,0.9,"allow","bag1"
"3178","rabbit","box","2",0.395160002334557,"big","standard","cco",2,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2485","rabbit","bag","2",0.377798458465355,"big","standard","cco",2,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1709","rabbit","bag","1",0.227041539200087,"big","standard","cco",2,"haddock_model.wppl",2,1,0.9,"allow","bag1"
"3179","rabbit","box","2",0.361174821282896,"big","standard","cco",3,"haddock_model.wppl",2,1,0.9,"allow","box2"
"2486","rabbit","bag","2",0.296983075198274,"big","standard","cco",3,"haddock_model.wppl",2,1,0.9,"allow","bag2"
"1710","rabbit","bag","1",0.186700575040966,"big","standard","cco",3,"haddock_model.wppl",2,1,0.9,"allow","bag1"
"459","rabbit","box","1",0.155141528477863,"big","standard","cco",3,"haddock_model.wppl",2,1,0.9,"allow","box1"
"1711","rabbit","bag","2",1,"bigger","standard","cco",1,"haddock_model.wppl",2,1,0.9,"allow","bag2"
